Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8
1751460535.4693296,137,74,39,37,52,67,79,118
1751460535.4922686,127,66,34,33,49,59,61,97
1751460535.5152383,130,64,32,32,49,58,60,91
1751460535.5521078,152,80,31,30,67,49,67,73
1751460535.5750475,135,81,32,33,73,49,62,56
1751460535.6119483,115,71,30,33,73,47,59,57
1751460535.6349185,84,54,33,35,67,45,45,53
1751460535.671788,78,62,49,65,45,57,34,43
1751460535.694727,103,69,66,79,43,61,37,49
1751460535.7316282,157,124,67,86,60,63,32,46
1751460535.7545702,285,161,88,90,62,65,37,52
1751460535.7924669,418,215,102,72,63,43,46,69
1751460535.8149428,433,218,110,74,50,42,46,69
1751460535.8518453,427,216,117,71,44,48,66,108
1751460535.8747554,430,225,111,66,39,50,63,111
1751460535.912168,418,248,108,64,42,66,66,114
1751460535.9341085,468,247,128,70,42,99,65,102
1751460535.9720073,412,205,127,67,47,117,56,76
1751460535.9949455,452,203,132,79,57,135,72,90
1751460536.0168867,474,229,129,81,58,147,71,88
1751460536.0547857,405,212,94,82,56,165,72,89
1751460536.0916874,390,300,95,83,49,153,54,63
1751460536.1146255,378,326,105,81,49,149,56,69
1751460536.1365669,374,329,120,84,48,133,55,69
1751460536.182444,361,342,176,98,49,149,62,75
1751460536.2115793,355,268,166,102,59,198,74,90
1751460536.234554,349,257,155,92,83,200,69,87
1751460536.2574875,352,279,78,70,90,184,68,95
1751460536.2794294,371,251,78,79,103,194,68,92
1751460536.3023403,336,248,83,75,102,187,61,73
1751460536.3312912,289,229,119,78,80,142,56,71
1751460536.3542025,304,205,129,82,68,137,50,53
1751460536.3771412,260,193,130,73,49,120,44,49
1751460536.4140704,257,185,144,109,50,125,42,46
1751460536.4370272,232,185,168,127,55,119,41,42
1751460536.45992,182,177,166,137,70,120,40,35
1751460536.4968483,166,183,165,144,76,106,34,29
1751460536.534752,165,175,212,283,98,89,37,32
1751460536.5567214,167,148,215,295,96,88,36,31
1751460536.5955908,144,128,222,302,104,93,38,32
1751460536.6245522,141,122,216,419,111,101,43,29
1751460536.6624105,119,144,239,472,152,112,39,28
1751460536.691367,100,125,242,491,148,102,39,28
1751460536.7152708,100,126,237,394,137,86,34,27
1751460536.737239,93,101,252,347,226,85,37,32
1751460536.77511,85,98,257,379,309,62,38,32
1751460536.7970939,55,93,250,370,314,66,37,31
1751460536.8349774,49,97,155,327,246,58,35,28
1751460536.8572412,52,100,137,314,244,64,34,30
1751460536.8941474,50,110,141,353,261,73,36,30
1751460536.9170926,47,110,145,351,285,75,36,31
1751460536.9549913,34,78,164,325,227,64,33,24
1751460536.9769328,44,73,154,303,273,68,31,22
1751460537.0148315,50,70,154,249,371,94,35,24
1751460537.0368006,52,70,130,209,403,103,38,25
1751460537.06769,53,67,135,205,410,104,36,23
1751460537.0906286,69,59,134,211,384,97,35,23
1751460537.1514933,76,61,124,186,284,97,35,23
1751460537.179419,65,73,94,198,270,92,36,23
1751460537.2023306,69,84,101,194,275,135,44,25
1751460537.2262676,73,95,101,127,272,146,46,28
1751460537.2701495,72,114,96,102,184,158,45,28
1751460537.2990716,73,107,114,134,134,121,35,28
1751460537.3379667,90,115,117,145,98,118,34,27
1751460537.3589127,89,92,104,136,86,96,31,27
1751460537.3808525,85,88,92,108,106,98,33,26
1751460537.4207456,60,50,73,105,244,106,40,28
1751460537.441691,40,47,68,102,251,108,41,23
1751460537.4785907,40,47,64,120,255,107,39,24
1751460537.5015295,51,64,87,118,257,97,35,22
1751460537.5474107,63,70,117,156,303,83,35,23
1751460537.5703502,61,68,124,145,305,75,33,24
1751460537.5933015,57,68,124,203,304,72,33,23
1751460537.6142323,51,54,107,204,299,71,31,22
1751460537.6441522,89,65,65,174,123,52,32,25
1751460537.6680884,122,93,57,172,103,50,34,26
1751460537.6900294,155,131,58,94,90,64,63,32
1751460537.7119923,160,144,65,82,92,67,67,37
1751460537.7418914,168,166,66,68,75,79,69,37
1751460537.7803016,140,142,127,119,74,75,46,36
1751460537.803233,138,132,130,154,67,68,40,31
1751460537.8251753,135,133,132,161,88,71,36,33
1751460537.8461456,114,109,135,163,94,71,35,35
1751460537.8690574,118,116,135,166,94,69,33,34
1751460537.8989773,108,112,65,131,94,62,32,31
1751460537.9209468,109,116,86,170,74,76,35,31
1751460537.9588187,92,119,89,175,71,75,36,41
1751460537.9817562,268,174,96,175,73,85,46,94
1751460538.0188625,309,182,74,85,74,89,52,104
1751460538.0418017,318,179,79,84,77,87,51,104
1751460538.0787306,207,100,69,101,73,93,44,67
1751460538.1016407,255,126,68,101,85,98,53,85
1751460538.1465213,339,188,67,90,120,119,63,93
1751460538.1684895,349,191,69,63,121,115,64,95
1751460538.1983821,303,172,60,51,108,112,53,65
1751460538.2213206,247,131,62,42,63,87,46,56
1751460538.2592208,212,125,62,45,52,88,36,48
1751460538.2811606,214,127,67,84,52,80,33,44
1751460538.3190591,169,94,65,129,57,66,29,39
1751460538.3410017,187,117,61,130,58,77,32,43
1751460538.3788998,190,140,63,120,64,89,36,61
1751460538.4028351,188,141,59,114,59,89,37,60
1751460538.4257765,163,127,74,130,68,86,39,61
1751460538.4467185,123,101,100,159,104,70,35,56
1751460538.4686594,87,70,103,163,110,66,32,40
1751460538.4985795,66,57,197,194,162,57,33,34
1751460538.5215178,57,52,232,189,218,70,35,29
1751460538.5594184,45,57,256,247,224,91,42,28
1751460538.5813577,43,55,258,314,239,90,43,27
1751460538.6182613,37,50,153,318,290,84,35,28
1751460538.6412005,29,53,161,289,482,96,30,25
1751460538.6790988,29,48,143,312,614,118,36,23
1751460538.7030354,32,47,147,309,621,120,36,25
1751460538.724976,39,53,143,280,575,114,34,25
1751460538.7459404,55,81,106,264,428,93,33,24
1751460538.7684314,58,84,99,209,252,70,28,25
1751460538.7933383,58,87,106,123,263,83,34,25
1751460538.8142285,56,92,103,105,245,120,41,24
1751460538.8381374,71,96,103,101,229,132,50,29
1751460538.8600802,74,96,103,101,205,127,49,30
1751460538.889001,74,98,111,181,137,116,44,30
1751460538.9199188,126,116,158,332,197,87,34,30
1751460538.941861,140,117,159,343,199,86,33,34
1751460538.9638014,142,115,162,349,198,89,33,34
1751460539.0027268,129,96,157,287,131,82,32,30
1751460539.024203,87,62,156,281,118,61,30,28
1751460539.046144,59,46,159,280,116,59,29,25
1751460539.084041,83,77,97,215,345,52,32,25
1751460539.1212492,96,78,85,192,359,52,30,26
1751460539.144188,97,80,82,202,371,53,29,26
1751460539.1810887,73,52,72,156,273,76,27,23
1751460539.211009,103,88,74,148,252,76,28,23
1751460539.2409294,112,91,64,111,251,92,31,24
1751460539.263841,118,95,75,144,290,103,32,25
1751460539.302783,124,73,78,175,237,94,31,26
1751460539.3254473,120,80,81,184,235,94,30,25
1751460539.3473873,141,90,86,180,214,78,27,27
1751460539.3683307,151,90,86,198,105,50,25,27
1751460539.4002466,282,203,89,177,59,38,30,45
1751460539.4231844,337,220,89,170,52,50,129,61
1751460539.4451268,356,241,99,227,53,52,138,66
1751460539.4680936,448,288,94,194,56,53,140,73
1751460539.489037,476,305,104,207,56,52,144,80
1751460539.519957,550,310,138,255,56,47,88,85
1751460539.5408907,587,324,130,195,49,47,75,106
1751460539.5638084,576,367,133,193,54,53,86,105
1751460539.6027317,559,334,110,119,79,84,76,104
1751460539.625644,427,307,102,76,76,81,61,92
1751460539.6615784,298,224,101,67,70,80,52,85
1751460539.683518,319,222,77,58,56,73,72,112
1751460539.7213864,466,265,78,60,53,80,76,121
1751460539.7433605,599,297,79,61,54,81,77,140
1751460539.7812586,653,294,69,53,48,84,53,129
1751460539.8131418,618,284,62,52,40,71,48,127
1751460539.8360806,552,273,62,52,39,75,42,124
1751460539.864005,409,247,54,42,35,81,39,76
1751460539.8939698,383,239,64,43,34,75,39,71
1751460539.923845,428,249,71,48,30,79,41,68
1751460539.9463627,411,272,72,48,29,71,41,70
1751460539.9839287,420,316,103,71,33,71,46,77
1751460540.0058672,425,315,129,104,43,69,47,79
1751460540.0452719,508,396,301,150,58,96,51,98
1751460540.0681784,428,357,310,158,61,112,50,97
1751460540.0884778,448,347,311,160,65,115,49,97
1751460540.1113873,449,347,366,203,96,116,47,95
1751460540.1340468,396,304,355,203,97,118,50,96
1751460540.1639402,288,237,270,238,108,100,37,45
1751460540.185881,257,236,264,236,112,110,41,42
1751460540.224777,222,171,149,302,125,110,39,40
1751460540.247746,211,149,155,339,132,108,44,39
1751460540.2772002,185,133,157,341,127,98,42,36
1751460540.2991674,182,127,156,349,124,82,39,36
1751460540.3230767,174,139,131,433,128,73,37,34
1751460540.345018,159,127,179,412,179,68,33,32
1751460540.3659892,109,110,174,411,242,68,35,32
1751460540.3898978,117,108,188,412,253,67,35,34
1751460540.4128366,106,70,200,321,259,67,35,34
1751460540.4357746,103,69,182,345,375,66,38,34
1751460540.4637277,97,68,190,349,354,62,31,30
1751460540.487637,58,62,179,348,351,63,31,25
1751460540.510576,53,59,175,380,439,78,30,22
1751460540.5325172,51,50,159,291,361,76,29,26
1751460540.5544658,45,54,210,304,437,84,32,27
1751460540.5774307,42,56,230,353,439,91,36,28
1751460540.6063192,36,61,227,332,453,93,39,27
1751460540.6452258,46,50,143,306,444,147,43,23
1751460540.6681535,47,47,101,249,446,152,42,22
1751460540.6900957,67,61,91,243,429,149,43,23
1751460540.7110693,80,69,67,203,334,145,39,22
1751460540.7429545,85,72,90,176,300,138,45,26
1751460540.7634907,85,76,99,172,285,130,44,25
1751460540.7864003,73,80,113,184,290,129,44,25
1751460540.8083425,80,81,120,188,290,127,44,28
1751460540.8462446,74,85,119,141,121,48,25,24
1751460540.869205,73,89,125,139,110,44,24,25
1751460540.9061072,65,77,108,127,107,45,20,22
1751460540.9290187,67,80,107,123,117,65,21,24
1751460540.9659472,65,82,126,137,107,64,25,27
1751460540.9898555,62,81,133,133,109,65,26,29
1751460541.0108202,63,79,139,137,92,77,29,28
1751460541.0337393,67,83,140,134,86,76,35,32
1751460541.0636857,67,84,89,109,130,106,37,31
1751460541.0865977,66,87,76,108,139,106,37,29
1751460541.1085389,57,85,86,110,137,104,35,28
1751460541.1464367,76,66,88,109,103,84,40,32
1751460541.1683779,75,68,97,105,93,73,48,38
1751460541.206277,77,69,109,89,63,95,67,42
1751460541.2282178,76,83,143,94,53,99,81,66
1751460541.2681115,82,103,208,103,68,159,84,88
1751460541.297034,157,106,203,93,81,163,86,88
1751460541.3259575,315,92,187,80,88,168,91,135
1751460541.348895,338,144,287,105,94,210,103,139
1751460541.3708668,350,146,283,99,87,170,102,134
1751460541.394773,407,144,280,101,91,210,113,144
1751460541.4308429,399,166,283,101,92,233,111,138
1751460541.4537537,441,138,159,66,88,198,91,141
1751460541.476692,444,126,133,61,101,202,92,139
1751460541.5066113,382,140,119,58,79,149,88,142
1751460541.528896,359,124,99,53,76,124,89,110
1751460541.567789,417,158,53,39,53,118,108,147
1751460541.588733,482,169,53,41,48,110,106,160
1751460541.6266015,572,174,52,39,60,113,102,190
1751460541.6485713,571,212,47,36,58,112,131,237
1751460541.6864758,795,347,62,48,70,103,185,282
1751460541.7083821,801,368,64,48,69,94,190,277
1751460541.7532887,790,349,66,53,66,78,184,247
1751460541.7916164,542,239,52,44,97,160,163,188
1751460541.8285491,663,264,57,51,112,232,234,229
1751460541.8514555,624,251,51,43,111,236,235,204
1751460541.8883843,613,285,53,48,115,307,235,212
1751460541.9112957,477,260,56,51,122,291,200,195
1751460541.9482257,695,381,69,60,135,299,275,391
1751460541.971135,695,361,66,58,127,231,294,396
1751460542.009035,775,410,86,72,124,230,461,448
1751460542.0314803,800,421,89,70,168,256,470,453
1751460542.068416,715,337,87,69,199,261,440,350
1751460542.0913212,706,361,87,66,206,275,455,353
1751460542.1282501,599,378,66,52,200,251,353,299
1751460542.1511912,620,406,70,52,175,247,353,323
1751460542.189059,671,361,71,53,159,218,302,283
1751460542.2110615,635,267,61,44,131,169,271,276
1751460542.248933,570,171,59,47,113,152,222,234
1751460542.2709317,520,223,53,50,95,152,217,234
1751460542.3088424,462,312,62,55,95,159,258,227
1751460542.3308103,485,343,65,57,86,115,257,277
1751460542.36971,489,310,60,52,83,135,266,299
1751460542.3916206,405,280,48,46,78,147,229,277
1751460542.428521,407,260,48,49,74,165,266,250
1751460542.4514875,381,274,52,51,82,162,259,242
1751460542.4883611,418,258,57,59,140,147,245,224
1751460542.5114045,399,240,59,61,149,159,219,198
1751460542.5333421,352,219,56,57,148,134,157,171
1751460542.5713184,344,160,51,48,120,119,123,121
1751460542.6101828,343,150,58,45,57,80,156,137
1751460542.6331508,343,149,59,53,123,119,157,136
1751460542.6860104,237,147,69,84,149,181,155,113
1751460542.7139363,206,168,72,91,165,338,98,53
1751460542.7528331,249,174,73,94,123,379,91,54
1751460542.7733667,254,215,73,76,108,361,98,73
1751460542.796303,279,216,66,70,94,358,106,89
1751460542.8431783,241,207,67,51,85,179,104,90
1751460542.8641481,275,201,67,50,122,136,97,91
1751460542.8870604,278,157,56,47,133,118,92,76
1751460542.9329367,227,137,50,69,145,131,88,64
1751460542.9539084,170,133,41,75,110,114,88,60
1751460542.984825,157,132,52,86,153,111,71,61
1751460543.0217261,151,104,52,74,157,113,59,42
1751460543.0506501,142,84,92,90,169,118,47,47
1751460543.0735881,134,82,95,149,115,118,42,45
1751460543.0975235,141,119,102,180,96,113,48,47
1751460543.1204352,146,128,102,187,91,101,87,54
1751460543.1563401,156,141,74,183,93,103,99,50
1751460543.1793058,156,145,67,155,99,100,101,52
1751460543.2101965,117,114,62,120,99,82,97,51
1751460543.2311697,141,81,62,106,106,79,66,45
1751460543.2541401,140,76,58,105,91,64,59,44
1751460543.2907324,137,56,72,143,150,78,56,41
1751460543.3136432,85,50,72,158,174,101,55,38
1751460543.3511157,93,46,71,172,184,281,51,35
1751460543.3740258,86,45,69,152,199,290,50,35
1751460543.4189634,94,49,45,87,179,332,55,39
1751460543.4418752,91,46,35,82,172,247,48,38
1751460543.4708252,77,49,53,92,141,214,50,41
1751460543.4937372,75,47,52,93,136,175,47,40
1751460543.5306675,138,47,58,94,117,154,51,39
1751460543.553635,137,47,44,116,116,147,52,38
1751460543.5994835,145,58,46,118,97,123,53,38
1751460543.6284645,86,68,51,116,143,121,42,36
1751460543.6514027,79,65,49,107,142,118,40,33
1751460543.6733434,82,65,50,109,138,114,39,34
1751460543.6962557,79,55,43,111,140,111,35,30
1751460543.7212145,73,54,38,106,95,93,31,28
1751460543.7421324,65,41,34,104,65,75,29,30
1751460543.7646132,62,41,33,65,59,65,28,29
1751460543.7935348,63,53,36,44,118,69,29,26
1751460543.8160665,70,60,35,50,193,75,29,24
1751460543.8539374,110,76,55,53,205,94,43,34
1751460543.87588,173,91,63,52,203,105,47,37
1751460543.913778,204,95,65,44,98,104,55,61
1751460543.9357734,226,95,64,41,87,103,59,63
1751460543.973673,211,107,50,47,66,91,70,81
1751460543.995614,224,117,53,46,56,82,93,74
1751460544.0196066,233,145,60,49,55,95,109,84
1751460544.041522,206,174,61,47,60,88,113,83
1751460544.0644608,214,168,60,50,85,95,109,85
1751460544.0934138,199,165,59,52,95,95,83,67
1751460544.1161523,191,134,52,49,93,91,61,54
1751460544.1540384,172,88,52,44,66,94,61,59
1751460544.183986,166,81,52,43,53,97,58,64
1751460544.2139046,187,159,48,38,48,85,93,71
1751460544.2358475,238,162,44,35,50,86,93,74
1751460544.273746,270,178,47,37,53,78,93,74
1751460544.295687,254,159,47,37,54,81,71,74
1751460544.3186257,291,138,55,41,56,93,81,89
1751460544.3415377,262,153,57,43,73,93,100,83
1751460544.364476,247,151,54,45,72,95,103,82
1751460544.393411,239,147,56,45,70,92,102,82
1751460544.416337,168,124,51,42,66,75,85,57
1751460544.4397569,133,105,82,60,42,67,51,52
1751460544.4846373,137,96,91,131,68,66,38,43
1751460544.5135586,151,124,91,137,93,76,34,49
1751460544.552482,157,119,66,132,97,88,36,49
1751460544.5734265,167,134,56,67,86,102,43,62
1751460544.5963435,208,158,58,67,88,106,77,102
1751460544.6192763,243,147,51,59,73,109,77,101
1751460544.6422164,254,148,56,56,71,106,80,104
1751460544.679144,239,146,52,51,64,100,79,95
1751460544.717015,210,163,52,41,46,80,50,53
1751460544.7389839,219,174,44,38,49,71,44,47
1751460544.7838943,215,163,51,39,52,61,34,42
1751460544.8068364,182,130,57,86,57,56,27,34
1751460544.8357546,200,88,63,95,58,62,25,29
1751460544.8586764,205,87,67,97,56,65,28,32
1751460544.8965652,254,104,58,56,41,76,32,31
1751460544.9185057,245,124,59,43,36,73,34,40
1751460544.9564052,214,154,63,46,42,91,58,71
1751460544.9783454,186,155,63,42,43,89,59,73
1751460545.01675,144,130,51,37,40,76,56,69
1751460545.0386915,120,113,42,34,38,56,42,49
1751460545.0616298,111,83,46,28,39,53,30,40
1751460545.0845685,97,75,49,55,54,55,31,35
1751460545.1065102,107,85,48,58,59,53,29,35
1751460545.1294482,103,90,50,57,58,53,25,33
1751460545.151417,104,90,57,63,61,58,26,30
1751460545.175326,105,93,63,126,55,60,24,30
1751460545.1972673,91,82,74,168,71,60,24,27
1751460545.2182407,78,77,79,173,83,65,28,25
1751460545.2561152,95,79,77,176,125,60,29,27
1751460545.27862,105,79,69,141,312,68,31,27
1751460545.3162315,100,75,85,176,328,81,34,27
1751460545.3401668,82,66,85,182,344,82,32,26
1751460545.3840792,119,67,89,189,281,67,29,25
1751460545.4289875,124,67,69,161,385,60,31,26
1751460545.4688528,139,74,100,228,383,63,32,26
1751460545.5047574,113,120,124,228,468,69,36,29
1751460545.5272026,114,120,125,230,431,65,31,28
1751460545.549143,97,119,114,170,460,59,31,29
1751460545.5790098,131,127,126,235,611,74,45,36
1751460545.6029503,136,98,128,232,529,68,45,39
1751460545.6388545,133,88,120,319,598,79,46,40
1751460545.6617749,168,115,115,341,646,104,48,37
1751460545.6847007,145,132,115,316,610,99,39,41
1751460545.707639,142,133,107,323,610,98,38,39
1751460545.7515216,146,134,113,273,577,93,37,38
1751460545.7834363,138,87,118,299,396,67,46,47
1751460545.8038504,134,84,115,287,382,64,44,47
1751460545.8340275,131,87,112,255,450,106,52,48
1751460545.8558884,144,101,110,214,438,106,50,42
1751460545.878854,122,95,106,192,528,104,44,37
1751460545.917723,163,102,110,187,533,105,45,35
1751460545.9386954,170,106,94,170,459,49,33,31
1751460545.9636014,144,93,95,139,455,50,28,27
1751460545.984545,154,119,93,128,353,49,27,27
1751460546.03048,110,112,109,160,354,48,26,28
