Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8
1751460477.4285965,37,56,85,222,416,105,43,37
1751460477.4505584,38,56,82,196,456,103,44,36
1751460477.480481,37,56,86,194,441,120,46,39
1751460477.5024216,33,51,72,199,473,116,41,37
1751460477.5323474,33,58,74,204,503,116,40,37
1751460477.5632367,30,55,72,221,551,87,33,33
1751460477.584241,31,52,71,213,572,79,30,28
1751460477.6071532,31,58,64,212,531,76,31,30
1751460477.6460488,45,51,50,186,489,66,28,31
1751460477.6665869,46,53,57,159,395,56,30,28
1751460477.7054813,47,50,76,156,478,57,34,30
1751460477.7274246,48,53,79,176,488,59,35,30
1751460477.7643092,42,61,91,232,525,88,42,40
1751460477.7872343,38,65,79,207,400,83,40,38
1751460477.8092058,38,64,76,208,411,81,39,38
1751460477.8470752,47,83,125,276,456,96,54,55
1751460477.8929517,51,84,130,289,486,106,58,58
1751460477.9298542,40,66,105,254,555,98,46,44
1751460477.9527926,38,61,95,245,598,95,43,36
1751460477.9897244,36,63,89,293,643,84,36,29
1751460478.0265944,35,60,79,266,627,85,33,28
1751460478.0495336,33,56,76,308,688,110,52,37
1751460478.0864618,38,67,91,373,713,120,57,40
1751460478.1173527,40,75,105,391,730,118,57,38
1751460478.147273,39,76,109,390,626,87,41,32
1751460478.1702108,43,77,117,334,804,111,52,41
1751460478.2071126,42,60,110,311,723,117,53,44
1751460478.2290542,42,60,103,299,704,113,52,43
1751460478.2669516,36,58,110,356,438,86,42,36
1751460478.2888937,34,57,112,385,470,123,51,39
1751460478.3138285,36,65,113,382,539,123,49,42
1751460478.3497305,36,64,102,372,643,127,51,43
1751460478.3956091,33,60,81,269,771,81,44,32
1751460478.4255285,35,61,90,340,786,83,46,30
1751460478.4474702,36,59,93,355,763,90,48,37
1751460478.4773886,44,67,115,376,808,134,58,49
1751460478.507309,49,73,128,475,790,161,70,62
1751460478.529251,54,81,143,534,763,175,78,69
1751460478.5671492,45,78,129,542,664,150,67,63
1751460478.5890913,43,76,116,508,637,137,65,58
1751460478.6269894,43,72,126,471,643,134,56,49
1751460478.6489305,44,78,134,433,638,133,57,46
1751460478.686834,61,103,177,491,648,176,80,58
1751460478.709773,64,103,181,510,619,172,83,66
1751460478.754653,63,98,168,421,704,162,81,67
1751460478.785571,46,79,130,351,714,114,58,57
1751460478.807512,42,74,117,346,744,142,53,47
1751460478.8374321,46,76,119,357,697,164,57,51
1751460478.8673515,55,76,154,500,718,206,72,61
1751460478.8892925,55,78,156,518,785,217,72,60
1751460478.919719,53,79,152,491,749,199,72,59
1751460478.9496388,42,72,129,459,678,165,62,45
1751460478.972577,39,70,125,493,681,177,64,44
1751460479.0094788,42,83,128,517,645,190,76,49
1751460479.0324183,44,86,118,483,630,181,75,49
1751460479.0693192,39,85,123,433,714,204,77,47
1751460479.0922582,42,80,125,435,718,205,77,50
1751460479.1151974,42,77,121,440,640,197,123,54
1751460479.1520975,45,81,133,442,675,236,215,58
1751460479.1889985,44,79,131,550,617,262,231,57
1751460479.2129354,44,81,138,569,669,263,216,55
1751460479.2488384,51,79,140,625,690,264,139,56
1751460479.2797565,54,78,138,616,706,246,119,56
1751460479.3096757,63,92,167,683,692,291,112,61
1751460479.3395958,68,109,198,776,731,287,147,64
1751460479.369521,60,100,199,733,725,262,173,60
1751460479.3924599,60,96,193,667,709,261,179,57
1751460479.4293618,50,74,165,504,746,227,136,52
1751460479.4532964,44,65,150,452,715,236,104,49
1751460479.4752967,42,77,156,525,730,218,99,48
1751460479.5201776,41,86,155,527,697,206,71,46
1751460479.549099,44,83,149,524,661,212,65,48
1751460479.587995,53,82,172,670,754,241,87,53
1751460479.617915,56,84,207,825,923,260,103,55
1751460479.646838,55,91,215,857,903,242,131,55
1751460479.679001,49,82,193,798,894,216,120,50
1751460479.7069259,44,77,166,635,767,205,109,46
1751460479.7298658,45,75,157,600,714,198,97,47
1751460479.7598171,47,76,160,623,809,194,71,44
1751460479.7907295,40,72,156,568,744,184,54,38
1751460479.8116467,46,78,172,599,762,205,63,44
1751460479.8345842,45,79,198,728,884,235,65,44
1751460479.8734848,44,77,207,700,813,277,88,47
1751460479.8953943,46,77,202,683,808,306,104,48
1751460479.9562323,41,64,146,517,704,276,100,48
1751460479.9776826,46,71,139,496,743,273,82,56
1751460480.014585,51,67,132,466,775,280,86,57
1751460480.0604608,45,68,114,407,799,304,97,42
1751460480.089388,44,64,123,426,878,262,91,37
1751460480.113323,43,66,131,443,850,255,80,35
1751460480.1352627,40,57,120,447,693,206,58,34
1751460480.1721637,38,61,143,504,595,183,58,40
1751460480.1951036,36,63,147,479,546,166,50,42
1751460480.2320054,34,64,154,539,768,177,50,42
1751460480.262922,32,64,143,476,718,160,46,39
1751460480.2918437,64,120,249,645,956,311,116,83
1751460480.3145404,75,143,274,664,898,316,123,91
1751460480.3454573,78,150,288,664,797,345,129,97
1751460480.3754077,76,140,283,598,812,372,136,99
1751460480.4277985,79,129,275,554,820,387,144,105
1751460480.4497402,68,105,203,522,794,325,112,84
1751460480.4721873,64,111,199,525,799,317,106,82
1751460480.4954948,52,104,201,534,697,262,77,60
1751460480.531426,42,93,179,468,550,220,65,50
1751460480.5555317,41,96,181,434,577,188,63,46
1751460480.591464,35,69,117,394,575,133,49,36
1751460480.6154,30,63,107,425,611,141,48,33
1751460480.652308,28,62,100,437,550,134,51,31
1751460480.6746223,29,62,97,439,576,182,61,42
1751460480.7055387,29,66,103,423,633,182,61,41
1751460480.7354324,32,68,106,366,654,172,57,41
1751460480.7573733,35,64,96,347,610,162,51,41
1751460480.780313,34,65,115,346,600,122,38,32
1751460480.8172412,37,65,109,320,597,190,56,36
1751460480.8551395,36,59,108,335,646,210,71,36
1751460480.8780777,35,59,96,311,656,213,75,36
1751460480.9154565,38,52,94,453,708,170,63,70
1751460480.9453778,36,57,106,444,691,156,58,71
1751460480.9747088,42,71,133,566,722,194,68,78
1751460481.0046546,41,70,126,483,657,214,68,54
1751460481.034543,39,63,122,526,599,202,67,48
1751460481.0574813,40,57,122,529,678,203,65,45
1751460481.0943346,40,50,112,536,838,156,55,38
1751460481.117273,41,52,114,493,827,151,50,38
1751460481.1541739,38,50,101,465,812,148,51,35
1751460481.1773984,35,55,107,409,602,126,47,34
1751460481.2222822,33,55,105,486,697,141,50,33
1751460481.252202,37,61,107,470,655,182,51,29
1751460481.2743616,38,56,96,385,692,184,49,30
1751460481.2972934,41,67,100,407,725,190,48,33
1751460481.3351903,40,70,85,280,610,150,43,31
1751460481.3571615,40,74,95,312,546,145,43,37
1751460481.3952897,37,64,87,337,578,140,47,36
1751460481.4172518,36,60,83,336,574,125,44,36
1751460481.45416,40,59,90,344,704,146,47,35
1751460481.4770994,39,55,102,400,690,164,51,36
1751460481.513974,41,75,125,410,766,156,51,35
1751460481.537935,41,80,140,425,725,198,54,44
1751460481.5743182,43,90,151,404,754,214,64,49
1751460481.5972586,39,85,149,441,735,220,65,48
1751460481.6341403,40,76,140,530,772,208,69,43
1751460481.6570787,39,82,135,580,711,166,59,42
1751460481.6940079,49,104,172,701,841,204,78,56
1751460481.7169187,48,107,166,659,814,185,78,54
1751460481.7398856,85,121,178,708,763,188,85,63
1751460481.777756,147,131,180,697,856,242,96,66
1751460481.799725,148,129,186,671,883,267,98,67
1751460481.8376048,135,113,182,668,920,262,92,62
1751460481.860095,83,93,171,589,898,241,83,57
1751460481.89802,53,77,162,604,747,175,61,43
1751460481.919935,51,81,181,644,758,179,60,45
1751460481.9578338,40,89,185,625,598,192,56,41
1751460481.979776,41,78,171,648,627,179,54,40
1751460482.0027452,46,78,164,600,642,174,52,39
1751460482.0396452,51,93,200,616,627,250,82,50
1751460482.084552,56,95,193,591,607,250,80,51
1751460482.1145043,55,107,192,688,703,248,82,53
1751460482.1374414,54,92,158,665,756,199,58,44
1751460482.1603765,50,101,166,634,753,191,59,41
1751460482.1982796,47,93,154,584,769,218,54,38
1751460482.2201889,52,93,165,438,736,195,51,45
1751460482.2570899,58,113,166,507,628,201,57,51
1751460482.2810273,54,111,162,531,622,182,56,50
1751460482.3179274,49,109,145,515,628,185,51,40
1751460482.3398983,39,86,118,497,705,172,46,28
1751460482.362721,39,92,134,483,701,200,48,32
1751460482.3996494,40,93,147,528,710,198,53,33
1751460482.437558,50,98,149,564,690,214,60,37
1751460482.4605205,51,93,144,565,755,190,60,37
1751460482.4974205,55,91,130,557,774,168,55,41
1751460482.5273378,50,79,116,541,750,157,54,42
1751460482.55723,56,72,128,570,741,128,47,45
1751460482.58017,55,68,127,562,661,166,57,46
1751460482.6021104,55,66,131,529,682,165,55,44
1751460482.6400366,47,62,108,399,659,178,52,37
1751460482.6629484,45,58,108,391,601,182,52,34
1751460482.6998768,40,58,111,477,748,177,46,31
1751460482.7228155,38,61,120,488,746,168,54,33
1751460482.7597165,33,62,121,480,670,164,54,37
1751460482.7826285,43,83,161,488,722,182,56,39
1751460482.804597,45,89,170,483,613,159,57,44
1751460482.8424673,47,101,182,574,804,183,59,48
1751460482.8873482,49,89,163,721,791,208,67,52
1751460482.9167562,56,80,163,783,871,209,76,56
1751460482.9396951,57,75,162,864,841,194,70,57
1751460482.9631395,57,73,160,807,854,252,75,57
1751460483.000041,69,99,213,900,962,316,108,81
1751460483.0220094,61,94,204,873,891,312,102,77
1751460483.0599082,62,98,210,843,859,276,96,75
1751460483.0828505,63,101,222,819,792,222,80,72
1751460483.119748,59,89,174,703,877,194,62,59
1751460483.1426597,58,83,166,698,843,206,68,58
1751460483.1800683,44,60,142,602,770,219,74,50
1751460483.2020082,41,66,139,588,804,216,72,44
1751460483.2399347,41,71,149,568,707,221,64,45
1751460483.2628472,43,73,144,564,742,224,61,46
1751460483.3008106,44,62,138,513,643,207,59,42
1751460483.322748,40,62,134,600,712,197,59,42
1751460483.3596485,48,74,130,516,609,196,77,65
1751460483.3896494,48,70,127,500,614,190,78,65
1751460483.4195423,59,84,152,525,543,183,86,73
1751460483.4424853,54,77,151,489,605,163,72,57
1751460483.4803808,50,74,139,467,593,150,64,52
1751460483.5033183,49,70,130,409,590,147,64,51
1751460483.5252864,37,60,119,422,530,140,52,38
1751460483.5621614,31,60,106,437,561,146,50,37
1751460483.5851,38,65,146,559,645,169,65,45
1751460483.622001,38,63,136,511,702,183,63,46
1751460483.6449392,45,76,146,516,705,177,69,57
1751460483.6679046,55,76,159,631,727,174,73,62
1751460483.7046213,57,82,175,684,684,224,73,61
1751460483.7496638,51,76,170,710,723,223,69,55
1751460483.7795844,50,70,161,666,761,205,74,55
1751460483.802499,49,71,150,632,787,196,76,57
1751460483.8413954,52,73,148,654,739,186,74,55
1751460483.862341,53,79,154,549,635,214,83,62
1751460483.885416,40,65,116,487,565,175,59,45
1751460483.9223156,36,62,111,433,587,167,52,38
1751460483.945228,41,70,120,455,588,174,58,46
1751460483.9825568,47,75,116,421,685,174,57,53
1751460484.0044973,46,77,141,484,716,188,64,55
1751460484.0276294,46,74,144,515,717,197,67,57
1751460484.0651078,40,62,130,567,709,183,64,51
1751460484.1026707,57,121,216,621,695,241,114,88
1751460484.1245773,61,124,218,602,686,240,115,89
1751460484.162478,63,128,222,562,649,251,116,91
1751460484.192396,50,78,170,406,570,175,63,56
1751460484.2223463,51,87,169,403,659,196,70,57
1751460484.2452555,52,87,167,335,565,191,69,54
1751460484.2821841,45,81,122,304,487,168,64,47
1751460484.3051238,49,88,157,355,568,168,67,52
1751460484.3420248,44,71,157,434,568,166,63,49
1751460484.3650165,49,72,166,507,619,183,66,52
1751460484.3879063,52,82,181,562,696,211,74,55
1751460484.4248025,49,80,145,544,751,204,68,47
1751460484.4696822,45,86,164,448,779,204,69,50
1751460484.4997163,45,76,148,458,852,202,62,49
1751460484.522656,42,73,145,425,697,191,60,47
1751460484.5446243,41,69,143,412,641,180,58,44
1751460484.567536,35,59,109,372,593,165,51,34
1751460484.6124158,41,60,119,266,525,143,58,47
1751460484.6423652,45,71,147,371,649,159,72,57
1751460484.6653054,49,80,164,427,694,155,76,62
1751460484.6952238,52,79,165,433,742,183,81,65
1751460484.725144,43,72,141,472,674,161,67,51
1751460484.7480822,41,67,128,464,668,164,61,49
1751460484.7849834,32,60,108,452,689,126,47,38
1751460484.8069246,36,54,100,442,684,124,46,33
1751460484.8448234,36,58,109,406,702,113,40,31
1751460484.867762,38,60,113,408,678,124,41,30
1751460484.904879,32,56,111,387,548,106,38,27
1751460484.927819,31,59,102,401,600,113,42,28
1751460484.9643915,30,54,98,347,538,122,39,25
1751460484.987329,31,53,100,312,596,128,41,28
1751460485.025228,33,57,114,430,765,127,39,28
1751460485.0551474,36,61,133,494,874,160,59,39
1751460485.0850675,36,61,165,574,875,214,66,45
1751460485.1070085,31,57,173,526,775,213,69,46
1751460485.1449096,34,55,151,424,639,187,56,41
1751460485.167878,34,54,120,388,604,162,54,41
1751460485.2047226,38,58,110,396,685,174,51,41
1751460485.22766,39,58,109,418,685,175,53,41
1751460485.2496016,35,59,110,420,686,203,59,40
1751460485.2875013,38,58,96,406,735,182,55,37
1751460485.3324094,34,65,113,384,630,161,55,40
1751460485.362301,38,83,129,418,683,149,52,43
1751460485.3852654,36,85,139,458,611,155,55,45
1751460485.40718,35,82,130,441,600,163,56,43
1751460485.4450796,39,80,124,405,591,158,51,35
1751460485.4680188,37,67,118,402,561,150,52,35
1751460485.505917,39,66,122,380,624,153,53,35
1751460485.5278583,38,77,138,417,589,162,56,38
1751460485.5507967,34,74,128,399,566,156,57,37
1751460485.5877247,37,81,133,449,604,165,51,31
1751460485.6096387,37,76,124,434,584,158,47,28
1751460485.6545396,40,65,127,498,692,155,40,29
1751460485.6919794,36,60,126,485,588,131,33,33
1751460485.729905,35,61,129,522,544,110,39,37
1751460485.7757878,36,68,107,333,452,127,43,43
1751460485.8047097,36,69,103,380,528,135,40,40
1751460485.8276439,37,73,94,318,508,143,40,40
1751460485.8575377,35,77,115,412,564,151,49,40
1751460485.8874564,42,85,164,481,685,184,69,42
1751460485.910396,43,86,183,510,712,193,72,41
1751460485.9478889,43,90,195,481,722,209,74,42
1751460485.9778073,45,96,190,446,764,194,70,45
1751460486.0077324,45,83,150,421,744,162,60,49
1751460486.0296717,49,87,164,436,724,174,67,54
1751460486.0526123,44,71,137,440,718,169,61,51
1751460486.0895097,40,72,127,487,675,209,59,43
1751460486.1353862,32,70,126,630,676,208,58,38
1751460486.1722894,35,65,127,620,799,167,53,35
1751460486.2177076,38,68,142,637,851,165,55,34
1751460486.2548516,43,68,129,575,820,183,48,29
1751460486.2844977,45,69,157,683,796,192,53,30
1751460486.3074365,44,70,158,648,713,186,47,30
1751460486.3293784,47,85,160,598,729,197,48,29
1751460486.3673036,47,83,159,605,653,171,49,29
1751460486.3902152,49,79,141,538,604,161,53,32
1751460486.4131546,50,79,133,554,585,153,53,33
1751460486.4495893,52,92,193,608,647,147,65,49
1751460486.4715307,45,84,174,557,587,141,62,48
1751460486.5094335,42,91,213,695,694,201,69,51
1751460486.5313642,38,68,163,639,714,197,59,41
1751460486.5692532,43,67,165,612,694,218,63,42
1751460486.5912106,39,56,117,583,758,191,57,35
1751460486.6290839,35,58,120,499,650,240,62,33
1751460486.652048,33,58,110,520,687,245,58,31
1751460486.6905084,37,67,104,475,597,212,48,32
1751460486.711452,36,67,111,495,594,220,50,35
1751460486.7493222,42,80,168,435,528,161,47,45
1751460486.7732708,45,84,176,432,531,166,50,49
1751460486.8091898,38,73,161,409,571,164,48,45
1751460486.8321328,38,73,144,414,581,144,48,44
1751460486.8690236,29,67,96,411,679,149,46,33
1751460486.8919733,30,63,88,388,698,150,45,34
1751460486.9288697,32,73,93,421,724,177,55,40
1751460486.9513159,37,68,95,406,699,182,52,41
1751460487.005174,37,76,102,414,591,163,47,41
1751460487.0281131,38,70,107,387,627,166,36,35
1751460487.051049,35,72,123,471,634,165,38,36
1751460487.0789478,34,73,127,459,648,163,38,33
1751460487.110862,33,62,130,515,573,137,39,35
1751460487.1318057,33,64,122,504,538,115,38,34
1751460487.1707017,33,59,98,463,684,135,39,33
1751460487.1917057,36,67,89,509,595,138,39,32
1751460487.2305727,34,66,73,434,624,139,38,33
1751460487.2515452,34,77,101,443,660,159,41,35
1751460487.2754843,37,80,107,421,659,154,40,36
1751460487.3117206,36,69,112,362,629,166,42,35
1751460487.3346593,39,70,120,367,634,176,47,36
1751460487.371592,36,55,98,359,528,141,42,35
1751460487.394529,36,64,101,411,574,146,46,36
1751460487.4474425,30,64,107,474,722,142,49,38
1751460487.47036,32,63,112,513,643,158,51,37
1751460487.4913352,32,57,113,490,705,162,50,37
1751460487.521255,37,62,110,526,685,171,51,40
1751460487.55317,33,66,123,551,730,156,47,32
1751460487.5741134,31,71,122,534,778,143,45,32
1751460487.6120133,30,67,122,614,869,155,49,29
1751460487.6359794,28,56,104,579,841,152,49,28
1751460487.671884,34,67,111,583,739,146,51,33
1751460487.6942444,44,75,132,428,615,127,51,43
1751460487.7177513,44,75,132,422,517,116,53,45
1751460487.7556179,46,77,147,457,694,161,53,50
1751460487.7785573,53,82,164,438,775,172,57,57
1751460487.799532,48,75,156,502,840,178,63,56
1751460487.836429,47,74,169,536,917,189,114,54
1751460487.8743005,36,62,157,625,920,212,252,51
1751460487.9192123,35,59,137,647,929,207,251,42
1751460487.958077,44,70,133,693,1047,213,130,52
1751460488.0019855,56,85,162,637,908,241,184,63
1751460488.0319107,63,88,208,841,837,287,308,68
1751460488.053848,66,87,201,779,794,302,333,80
1751460488.0867648,68,92,216,849,872,330,368,95
1751460488.1217647,61,93,216,822,921,278,349,87
1751460488.1515586,55,92,208,671,980,313,328,80
1751460488.174524,54,91,187,612,917,277,291,67
1751460488.1981754,62,95,193,593,886,300,233,67
1751460488.234052,57,96,191,699,865,291,232,65
1751460488.278963,54,98,183,668,795,285,161,56
1751460488.3168604,51,95,171,744,799,222,219,59
1751460488.361741,49,88,176,613,801,236,202,64
1751460488.3847067,46,80,156,635,768,232,245,61
1751460488.4136028,44,79,156,594,702,272,228,60
1751460488.4445472,46,73,151,655,738,245,225,52
1751460488.4754367,48,73,143,660,714,229,239,52
1751460488.4963818,48,72,120,677,710,205,221,50
1751460488.5342915,47,86,129,571,776,205,310,54
1751460488.5582416,47,85,126,632,772,212,307,56
1751460488.594177,44,87,130,657,894,218,272,55
1751460488.6161227,40,84,128,695,855,218,263,54
1751460488.6560113,45,82,161,691,819,232,124,43
1751460488.6769276,47,85,166,686,773,269,106,47
1751460488.7218404,56,104,210,592,786,305,159,55
1751460488.7527568,54,104,199,598,756,313,158,57
1751460488.7736685,51,102,191,572,642,261,153,54
1751460488.796609,57,106,174,574,570,252,128,55
1751460488.8355036,48,106,181,511,519,256,239,46
1751460488.865455,48,111,190,516,536,259,246,48
1751460488.894346,43,96,167,503,589,254,241,46
1751460488.9163184,49,95,139,599,780,216,159,47
1751460488.948203,52,84,138,642,836,210,149,48
1751460488.9764538,58,84,145,713,829,198,161,49
1751460489.0003939,60,92,168,734,835,208,167,48
1751460489.0302835,59,91,161,723,714,197,160,49
1751460489.0532525,56,94,163,638,736,188,145,52
1751460489.0738077,53,86,146,612,719,165,150,50
1751460489.1128016,51,77,133,592,698,199,147,50
1751460489.133676,54,83,154,443,599,208,134,51
1751460489.1566076,51,74,149,441,580,202,105,49
1751460489.1945121,54,95,189,466,514,201,69,53
1751460489.2254367,50,96,187,534,523,190,68,51
1751460489.2553227,48,89,184,574,568,222,69,51
1751460489.2762935,43,69,144,514,604,194,65,45
1751460489.3002307,40,60,124,532,624,199,68,43
1751460489.3381262,35,48,90,428,619,206,58,36
1751460489.3590415,33,51,96,450,670,211,53,36
1751460489.381845,35,58,113,488,683,203,46,32
1751460489.4037857,36,58,114,459,704,216,41,30
1751460489.43379,41,68,129,418,666,190,40,33
1751460489.4637094,46,75,159,412,635,195,51,39
1751460489.5025785,47,76,156,350,500,183,57,43
1751460489.5404773,42,73,154,455,484,185,58,45
1751460489.5853567,32,53,112,447,543,143,46,37
1751460489.607298,36,57,121,497,610,138,44,37
1751460489.6362486,36,43,96,390,603,138,45,30
1751460489.669132,38,50,116,405,662,225,51,33
1751460489.7046037,37,52,121,400,508,252,58,37
1751460489.7415333,39,53,126,382,654,251,58,39
1751460489.779588,36,43,124,279,647,178,47,38
1751460489.816516,41,47,113,436,617,191,61,44
1751460489.839428,43,49,116,440,573,207,61,44
1751460489.8763587,50,56,108,474,697,201,64,48
1751460489.8992677,48,57,132,515,773,228,70,41
1751460489.9381633,53,68,142,572,783,230,71,43
1751460489.9671063,50,69,139,563,732,236,73,40
1751460489.9970071,45,61,119,515,626,197,58,44
1751460490.0209427,44,62,125,484,655,185,55,42
1751460490.0568457,45,57,113,356,624,146,49,47
1751460490.0787892,51,59,122,347,644,172,55,47
1751460490.1166859,50,52,107,331,650,173,57,48
1751460490.1386554,50,49,106,352,665,199,54,46
1751460490.161579,44,46,114,427,692,216,57,44
1751460490.1994638,36,42,103,424,713,220,51,34
1751460490.2214062,39,43,101,512,765,222,51,31
1751460490.259305,39,39,88,445,764,177,44,30
1751460490.2816455,42,52,115,444,774,180,42,33
1751460490.3265526,39,58,117,322,669,154,33,35
1751460490.3564718,41,69,148,474,814,171,38,35
1751460490.379419,41,67,138,592,820,162,40,33
1751460490.4013872,42,69,141,627,794,160,42,35
1751460490.4392576,47,76,138,628,802,154,45,41
1751460490.4612298,43,72,125,584,767,153,45,41
1751460490.4991245,42,67,115,397,756,154,43,41
1751460490.52184,41,71,124,401,716,148,45,42
1751460490.5587368,43,66,115,382,626,150,46,38
1751460490.5818052,40,59,112,400,563,159,46,37
1751460490.6187344,40,50,108,433,563,138,42,36
1751460490.6416485,41,51,109,438,536,143,41,35
1751460490.6795452,38,53,103,382,652,147,40,40
1751460490.7020764,36,59,126,356,615,167,43,40
1751460490.7389781,38,65,135,448,655,161,45,37
1751460490.7699,37,61,132,454,605,162,44,35
1751460490.8008156,45,67,135,438,561,149,46,33
1751460490.8217618,42,68,115,383,570,139,44,35
1751460490.8586607,49,75,131,392,640,157,41,39
1751460490.882655,43,74,121,424,628,167,42,39
1751460490.9265375,39,59,113,471,694,173,37,35
1751460490.9659681,35,56,121,496,808,222,41,33
1751460490.986912,35,53,116,536,848,213,38,33
1751460491.0168629,36,57,115,601,859,224,39,30
1751460491.0477483,46,54,103,550,718,217,44,40
1751460491.0697167,46,52,119,544,726,191,43,38
1751460491.0986817,48,62,115,436,528,193,44,39
1751460491.1315913,52,70,123,392,534,175,41,41
1751460491.1594846,52,91,141,450,632,144,38,39
1751460491.1814263,57,93,153,453,672,143,43,41
1751460491.203871,58,92,160,561,685,176,46,39
1751460491.2427664,66,98,168,568,830,205,55,46
1751460491.2647424,60,87,148,547,777,222,56,44
1751460491.3016734,58,86,141,505,863,213,54,45
1751460491.3236442,55,76,147,625,809,202,56,45
1751460491.3615236,52,97,169,695,719,165,56,41
1751460491.3844516,55,104,174,715,720,162,57,43
1751460491.4064202,54,98,172,702,660,156,55,43
1751460491.4457943,48,80,148,608,751,154,44,37
1751460491.4667377,50,85,144,579,679,145,43,38
1751460491.489731,46,80,140,502,691,142,37,34
1751460491.5206234,50,94,158,562,721,129,44,34
1751460491.549546,53,96,162,503,682,114,41,34
1751460491.5794673,51,89,155,480,807,107,43,32
1751460491.6034331,51,100,156,462,871,109,44,35
1751460491.6323261,45,88,144,421,857,110,41,35
1751460491.661247,42,82,119,465,739,109,41,36
1751460491.6842177,45,88,125,437,686,119,45,39
1751460491.7067213,44,77,128,447,608,121,46,39
1751460491.74365,42,73,123,449,751,123,54,38
1751460491.774567,43,77,132,375,690,133,56,37
1751460491.797479,39,68,127,365,695,125,52,36
1751460491.826429,32,57,103,328,617,120,40,33
1751460491.8802862,34,51,82,263,614,101,43,38
1751460491.9101975,34,57,102,286,587,104,48,39
1751460491.9406023,33,52,92,247,500,87,40,34
1751460491.9635513,33,52,95,249,565,116,39,34
1751460491.9924629,33,48,84,253,654,145,39,34
1751460492.0213852,33,48,101,300,683,196,43,35
1751460492.0450876,34,48,101,312,678,200,45,37
1751460492.0809917,34,49,113,371,663,225,70,38
1751460492.1039867,35,61,139,379,590,217,77,43
1751460492.1269252,34,60,129,361,612,206,77,40
1751460492.1637993,35,72,154,446,699,243,89,48
1751460492.186802,36,73,157,471,598,213,108,49
1751460492.223669,36,66,143,444,670,208,118,45
1751460492.246609,39,65,153,439,730,180,114,42
1751460492.2837417,35,58,164,408,691,155,83,37
1751460492.3066542,34,56,188,466,697,156,74,35
1751460492.34358,33,57,175,402,667,172,94,37
1751460492.3664908,37,55,148,380,708,185,96,40
1751460492.4041283,37,51,102,337,693,180,100,40
1751460492.4350543,37,46,85,319,623,196,169,38
1751460492.463968,34,49,136,402,611,184,216,33
1751460492.4869063,35,52,164,417,669,199,221,34
1751460492.5238082,33,52,177,415,728,203,161,36
1751460492.5467472,31,48,149,352,750,202,114,34
1751460492.5836487,30,41,109,365,654,189,173,33
1751460492.6065867,36,44,142,358,722,212,189,38
1751460492.6444862,37,49,154,456,700,216,194,41
1751460492.666426,39,52,164,480,759,223,179,45
1751460492.705322,34,46,128,483,747,209,134,40
1751460492.7262664,33,40,133,500,657,187,135,39
1751460492.7641654,47,59,177,565,665,209,147,49
1751460492.795083,44,57,178,556,644,219,171,47
1751460492.8250024,48,61,184,519,744,228,167,49
1751460492.8469446,45,59,178,339,685,200,155,42
1751460492.8688843,39,51,146,275,795,260,161,39
1751460492.9067843,36,52,149,350,678,267,163,40
1751460492.943687,35,47,119,344,604,257,201,39
1751460492.9666286,32,45,113,339,469,187,189,38
1751460492.9885957,32,46,125,410,657,202,167,38
1751460493.026466,32,45,104,339,669,192,171,37
1751460493.0643644,32,47,132,397,672,209,164,39
